Date,"Bayer
Close Price","BMW
Close Price","Siemens
Close Price"
2013/5/17,83.79,71.93,78.3654
2013/5/16,84.8,71.4,78.3751
2013/5/15,85.03,71.93,78.5689
2013/5/14,84.52,73.31,78.7918
2013/5/13,83.75,72.08,79.1891
2013/5/10,83.51,71.84,79.1504
2013/5/9,83.23,71.07,78.7724
2013/5/8,83.3,71.03,78.4527
2013/5/7,81.85,70.98,77.8519
2013/5/6,81.11,71.33,77.5708
2013/5/3,81.71,72.12,78.0941
2013/5/2,80.12,70.74,77.3383
2013/5/1,79.22,70.05,76.8441
2013/4/30,79.22,70.05,76.8441
2013/4/29,79.57,69.86,77.0088
2013/4/26,81.16,68.62,76.4758
2013/4/25,80.7,68.89,77.3383
2013/4/24,80.62,67.84,76.7956
2013/4/23,79.5,66.78,75.5843
2013/4/22,77.87,65.24,73.9854
2013/4/19,78.32,64.84,73.7819
2013/4/18,78.79,63.93,74.6347
2013/4/17,77.58,65,75.5649
2013/4/16,81.05,66.86,76.6503
2013/4/15,81.59,66.44,76.9216
2013/4/12,80.32,67.4,78.2879
2013/4/11,82.02,69.03,79.7221
2013/4/10,81.11,67.95,79.5477
2013/4/9,80.32,65.9,78.1038
2013/4/8,81.09,66.3,78.6465
2013/4/5,79.07,66.31,78.8693
2013/4/4,81.6,67.57,80.9624
2013/4/3,82.31,68.39,81.447
2013/4/2,82.29,68.35,83.2106
2013/4/1,80.47,67.31,81.4276
2013/3/29,80.47,67.31,81.4276
2013/3/28,80.47,67.31,81.4276
2013/3/27,79.21,69.1,81.8636
2013/3/26,79.63,69.81,82.7939
2013/3/25,79.1,69.75,83.666
2013/3/22,78.34,69.59,83.8308
2013/3/21,79.14,69.36,84.1893
2013/3/20,80.36,70.15,82.823
2013/3/19,78.24,69.07,82.0478
2013/3/18,78.22,70.19,81.4566
2013/3/15,78.55,70,80.8946
2013/3/14,78.75,70.94,81.3501
2013/3/13,77.2,71.27,80.5555
2013/3/12,77.03,72,80.2454
2013/3/11,77.7,72.56,80.6136
2013/3/8,78.61,72.65,80.6233
2013/3/7,78.24,72.02,79.5961
2013/3/6,78.23,71.6,79.4895
2013/3/5,77.99,71.41,78.6368
2013/3/4,75.57,69.4,77.1057
2013/3/1,75.37,69.2,77.2026
2013/2/28,75.86,70.7,77.1542
2013/2/27,73.86,70.32,76.5243
2013/2/26,72.77,69.46,75.846
2013/2/25,73.75,70.58,77.2026
2013/2/22,73,68.79,75.9622
2013/2/21,71.28,69.06,74.8479
2013/2/20,72.63,70.76,76.1851
2013/2/19,71.79,71.79,76.5534
2013/2/18,69.29,71.37,75.7491
2013/2/15,69.01,71.65,75.6909
2013/2/14,69.64,71.68,76.0882
2013/2/13,71.06,72.15,76.4468
2013/2/12,70.87,71.52,75.2839
2013/2/11,70.17,72.07,74.7994
2013/2/8,70.96,73.5,74.4506
2013/2/7,70.82,71.74,74.6153
2013/2/6,70.1,71.77,74.6347
2013/2/5,71.7,71.86,75.3711
2013/2/4,71.93,72.03,75.0417
2013/2/1,73,74.48,77.4255
2013/1/31,72.68,74.15,78.3364
2013/1/30,73.45,74.91,78.85
2013/1/29,73.57,75.58,79.1019
2013/1/28,75.68,75.5,78.8112
2013/1/25,75.92,75.85,79.2957
2013/1/24,72.42,74.63,78.7434
2013/1/23,72.88,74.34,81.0884
2013/1/22,73.02,74.16,81.0884
2013/1/21,72.85,74.28,80.9043
2013/1/18,72.5,73.33,80.2551
2013/1/17,72.93,74.06,80.2841
2013/1/16,72.68,73.1,80.3423
2013/1/15,72.15,72.48,80.6427
2013/1/14,72.76,73.22,80.6717
2013/1/11,72.87,73.22,81.0593
2013/1/10,72.01,72.89,80.7396
2013/1/9,72.32,72.16,80.6524
2013/1/8,71.92,73.21,80.4876
2013/1/7,71.62,75.75,81.0303
2013/1/4,72.8,75.8,81.3307
2013/1/3,71.96,75.61,81.2628
2013/1/2,71.97,75.93,81.2047
2013/1/1,71.89,72.93,79.6543
2012/12/31,71.89,72.93,79.6543
2012/12/28,71.89,72.93,79.6543
2012/12/27,72.41,73.46,80.1291
2012/12/26,72.95,72.7,79.9159
2012/12/25,72.95,72.7,79.9159
2012/12/24,72.95,72.7,79.9159
2012/12/21,72.95,72.7,79.9159
2012/12/20,72.4,72.17,80.4101
2012/12/19,71.43,72.02,80.4198
2012/12/18,72.49,72,80.1485
2012/12/17,72.27,71.68,79.7221
2012/12/14,72.45,71.73,79.538
2012/12/13,72.44,70.79,79.6446
2012/12/12,72.25,70.98,79.6736
2012/12/11,72.41,70.59,79.4604
2012/12/10,72.2,69.33,78.317
2012/12/7,71.9,69.04,78.2007
2012/12/6,72.54,68.66,78.0166
2012/12/5,70.15,67.93,77.4836
2012/12/4,70.3,67.69,77.1929
2012/12/3,70.11,67.9,77.1154
2012/11/30,69.55,68.19,76.8441
2012/11/29,70.04,67.91,76.6987
2012/11/28,70.05,67.04,76.4952
2012/11/27,69.34,66.56,76.001
2012/11/26,69.3,66.23,75.594
2012/11/23,69.74,65.78,75.8557
2012/11/22,68.64,65.66,75.4196
2012/11/21,67.75,66.14,75.1967
2012/11/20,67.25,65.7,76.1754
2012/11/19,66.4,65.11,75.6037
2012/11/16,65.32,61.99,74.2471
2012/11/15,65.43,62.6,74.9641
2012/11/14,66.49,63.23,75.5649
2012/11/13,66.66,63.62,77.2995
2012/11/12,66.14,63.66,76.8247
2012/11/9,65.72,64.23,77.2317
2012/11/8,66.36,63.69,77.784
2012/11/7,66.26,64.42,76.408
2012/11/6,68.19,64.05,77.5127
2012/11/5,67.62,64.49,76.7956
2012/11/2,67.43,65,77.096
2012/11/1,67.5,63.32,75.9719
2012/10/31,67.19,61.45,75.1386
2012/10/30,67.65,61.51,75.0417
2012/10/29,66.5,60.49,74.6347
2012/10/26,67.15,60.97,74.8382
2012/10/25,66.69,60.34,74.1889
2012/10/24,66.24,60.35,74.4699
2012/10/23,65.87,60.46,74.5572
2012/10/22,68.49,61.48,75.6328
2012/10/19,69.06,62.01,75.8653
2012/10/18,69.49,62.04,76.5049
2012/10/17,69.62,61.66,75.6328
2012/10/16,70.36,60.99,75.0417
2012/10/15,68.27,60.46,73.9854
2012/10/12,67.97,60.4,73.8304
2012/10/11,68.57,60.84,74.6637
2012/10/10,67.75,59.55,75.6328
2012/10/9,67.84,59.99,75.9816
2012/10/8,68.23,60.05,76.5437
2012/10/5,69.01,60.99,77.7162
2012/10/4,67.28,59.76,76.8538
2012/10/3,67.6,57.91,76.7278
2012/10/2,67.4,57.73,76.282
2012/10/1,68.53,57.14,76.2336
2012/9/28,66.83,56.91,75.2064
2012/9/27,68.4,57.64,75.6715
2012/9/26,67.5,57.62,75.2839
2012/9/25,68.35,58.81,76.8247
2012/9/24,67.7,59.64,76.4468
2012/9/21,67.5,59.79,76.6987
2012/9/20,65.9,59.44,77.0282
2012/9/19,65.43,61.19,76.7084
2012/9/18,65.1,60.45,76.6696
2012/9/17,65.57,61.69,76.7859
2012/9/14,64.9,62,77.0379
2012/9/13,65.38,59.97,75.875
2012/9/12,65.75,60.56,75.9138
2012/9/11,65.47,59.38,75.9719
2012/9/10,64.41,58.53,75.2936
2012/9/7,65.22,58.03,74.9835
2012/9/6,65.53,57.23,74.1599
2012/9/5,62.91,55.05,72.5803
2012/9/4,62.26,55.39,72.3962
2012/9/3,62.78,57.15,73.4234
2012/8/31,61.67,57.66,73.0842
2012/8/30,61.19,57.35,72.3381
2012/8/29,62.05,60.21,72.7257
2012/8/28,61.63,60.53,72.6772
2012/8/27,62.23,60.77,72.9389
2012/8/24,61.46,60.05,72.2315
2012/8/23,60.7,60.81,71.8148
2012/8/22,61.43,61.39,72.4544
2012/8/21,62.6,61.64,73.249
2012/8/20,62.75,61.22,72.4156
2012/8/17,62.63,61.46,72.3187
2012/8/16,63.2,59.95,71.8633
2012/8/15,63.17,58.98,71.6404
2012/8/14,63.53,59.13,71.7179
2012/8/13,62.24,59.08,71.6016
2012/8/10,62.65,59.9,71.8729
2012/8/9,63,60.17,71.6501
2012/8/8,63.12,60.22,71.7567
2012/8/7,63.03,60.51,71.466
2012/8/6,62.37,59.5,71.0783
2012/8/3,63,58.12,70.3031
2012/8/2,60.6,56.46,66.2235
2012/8/1,62.26,58.99,67.0859
2012/7/31,61.91,60.77,66.96
2012/7/30,61.15,60.43,66.9987
2012/7/27,60.99,59.15,64.8281
2012/7/26,59.71,57.5,64.4599
2012/7/25,57.05,55.89,65.2351
2012/7/24,56.56,55.18,64.925
2012/7/23,56.94,56.64,65.1769
2012/7/20,58.54,58.28,67.0472
2012/7/19,59.78,59.66,67.9484
2012/7/18,59.06,58.84,67.0569
2012/7/17,58.17,57.62,66.146
2012/7/16,57.57,57.5,66.1557
2012/7/13,58.3,57.77,65.9231
2012/7/12,56.96,55.84,64.5761
2012/7/11,57.42,56.69,65.0897
2012/7/10,57.41,57.25,64.8765
2012/7/9,57.11,56.39,64.3823
2012/7/6,57.1,56.42,64.5761
2012/7/5,57.85,59.11,65.4967
2012/7/4,58.38,58.95,65.3998
2012/7/3,58.3,58.94,65.3708
2012/7/2,57.48,57.41,65.0607
2012/6/29,56.78,56.93,64.0916
2012/6/28,54.02,54.16,61.107
2012/6/27,54.98,54.52,61.7078
2012/6/26,53.31,53.7,61.1555
2012/6/25,52.97,54.94,62.0857
2012/6/22,52.87,56.47,63.6653
2012/6/21,54.2,57.58,64.6246
2012/6/20,54.13,58.07,65.3126
2012/6/19,54.79,57.93,65.0704
2012/6/18,53.32,57.14,64.1595
2012/6/15,53.51,55.96,64.5277
2012/6/14,52.16,56.29,62.8319
2012/6/13,51.45,57.81,62.8803
2012/6/12,50.82,58.58,63.7719
2012/6/11,50.06,58.77,63.0548
2012/6/8,49.465,58.82,63.2389
2012/6/7,49.74,59.58,63.016
2012/6/6,48.635,58.51,62.9579
2012/6/5,47.965,57.2,62.173
2012/6/4,48.43,56.85,62.4055
2012/6/1,48.815,58.72,62.8416
2012/5/31,51.14,61.1,64.4502
2012/5/30,51.11,62.01,65.2254
2012/5/29,51.83,64,66.4367
2012/5/28,51,62.28,66.0297
2012/5/25,50.9,61.9,66.4561
2012/5/24,50.45,61.98,64.9928
2012/5/23,50.84,61.81,64.2079
2012/5/22,52.06,63.43,65.5064
2012/5/21,51.77,61.77,64.363
2012/5/18,50.67,61.31,63.9657
2012/5/17,51,62.73,63.8688
2012/5/16,51.29,66.53,64.3823
2012/5/15,51.18,66.17,64.4889
2012/5/14,51.51,66.44,65.0219
2012/5/11,53.05,67.6,66.1557
2012/5/10,52.49,66.24,65.613
2012/5/9,52.56,67.7,64.8281
2012/5/8,51.33,67.35,64.4114
2012/5/7,52.18,70.05,65.4483
2012/5/4,52,68.99,65.6033
2012/5/3,53.39,71.68,66.8437
2012/5/2,53.19,71.07,66.8146
2012/5/1,53.21,71.81,67.803
2012/4/30,53.21,71.81,67.803
2012/4/27,55.66,72.13,68.3941
2012/4/26,54,71.25,68.1422
2012/4/25,53.21,69.68,68.3457
2012/4/24,52.09,67.6,67.648
2012/4/23,51.37,67,66.7662
2012/4/20,53.73,69.84,68.491
2012/4/19,52.4,68.32,67.6964
2012/4/18,52.53,69.44,68.9368
2012/4/17,52.85,70,70.681
2012/4/16,50.94,68.71,69.5182
2012/4/13,50.5,67.5,69.3728
2012/4/12,51.79,68.65,70.7489
2012/4/11,51.19,66.71,70.6713
2012/4/10,50.69,65.08,70.2159
2012/4/9,52,66.78,71.5919
2012/4/6,52,66.78,71.5919
2012/4/5,52,66.78,71.5919
2012/4/4,52.37,66.56,71.6307
2012/4/3,53.93,67.99,73.404
2012/4/2,53.84,69.21,74.0726
2012/3/30,52.74,67.43,73.249
2012/3/29,52.24,65.83,72.6191
2012/3/28,52.88,67.22,73.6366
2012/3/27,53.75,68.45,74.4893
2012/3/26,53.83,68.67,74.7122
2012/3/23,53.44,67.9,74.9641
2012/3/22,53.6,67.61,75.5068
2012/3/21,54.79,68.81,76.1561
2012/3/20,54,68.22,76.0107
2012/3/19,53.9,71.84,77.0088
2012/3/16,54.35,73.02,77.2414
2012/3/15,55.16,73.76,76.0592
2012/3/14,55.26,73.45,74.0823
2012/3/13,55.63,70.74,73.6172
2012/3/12,54.97,71.05,72.4834
2012/3/9,54.7,70.5,72.3671
2012/3/8,54.68,69.2,72.3768
2012/3/7,53.33,68.27,71.0686
2012/3/6,53,67.02,70.3031
2012/3/5,55.22,70.63,71.9698
2012/3/2,55.65,70.61,72.7451
2012/3/1,56.61,71.49,73.1036
2012/2/29,55.5,69.43,72.5416
2012/2/28,55.84,69.88,72.4834
2012/2/27,55.91,69.04,72.1927
2012/2/24,55.9,70.32,72.6966
2012/2/23,56.02,69.89,72.435
2012/2/22,56.07,70.95,72.5222
2012/2/21,56.64,71.9,72.6482
2012/2/20,57.31,72.24,72.7741
2012/2/17,56.17,71.98,72.0958
2012/2/16,55.62,70.4,71.8051
2012/2/15,55.56,70.23,71.6598
2012/2/14,55,70.02,71.7082
2012/2/13,55,70.56,72.183
2012/2/10,54.2,69.87,72.0667
2012/2/9,55.24,71.54,73.1811
2012/2/8,54.44,69,73.6463
2012/2/7,55.03,69.36,73.5106
2012/2/6,55.25,70.76,73.4428
2012/2/3,55.09,69.98,73.4815
2012/2/2,54.31,68,71.902
2012/2/1,54.4,67.99,70.8652
2012/1/31,53.54,65.39,69.9058
2012/1/30,53.03,64.55,70.0221
2012/1/27,53.4,64.6,70.5454
2012/1/26,53.92,65.4,71.3012
2012/1/25,52.66,63.59,71.2431
2012/1/24,53.26,63.5,74.9932
2012/1/23,53.25,63.88,75.9719
2012/1/20,53.52,63.59,75.6328
2012/1/19,54.2,62.96,75.9235
2012/1/18,54.87,62.23,75.4777
2012/1/17,54.86,62.04,74.9932
2012/1/16,53.9,59.96,73.7335
2012/1/13,52.82,58.45,73.1521
2012/1/12,53.87,59.4,73.3265
2012/1/11,53,58.93,73.1618
2012/1/10,53.89,58.72,73.404
2012/1/9,51.25,56.84,73.404
2012/1/6,51.77,55.55,73.7626
2012/1/5,52.27,56.15,73.5397
2012/1/4,51.5,55.87,74.0339
2012/1/3,51.62,55.29,74.4021
2012/1/2,50.81,53.16,73.1036
2011/12/30,49.4,51.76,71.6501
2011/12/29,48.73,51.36,71.1365
2011/12/28,47.36,51.1,70.1093
2011/12/27,48.27,52.82,70.807
2011/12/26,48.135,52.5,70.4194
2011/12/23,48.135,52.5,70.4194
2011/12/22,47.925,52.74,70.0899
2011/12/21,47.045,52.53,69.9543
2011/12/20,46.99,52.22,70.6617
2011/12/19,44.75,50.07,69.0434
2011/12/16,45.045,49.99,69.1984
2011/12/15,44.99,50.74,69.3244
2011/12/14,44.8,50.25,69.8477
2011/12/13,45.73,52.95,70.8652
2011/12/12,45.82,52.52,70.4775
2011/12/9,47.375,53.8,72.435
2011/12/8,46.47,53.61,71.3787
2011/12/7,47.175,55.67,72.8807
2011/12/6,47.04,56.07,73.2587
2011/12/5,47.645,56.21,73.3556
2011/12/2,47.295,55.61,72.8323
2011/12/1,47.345,55.18,72.0958
2011/11/30,48.76,55.98,72.6675
2011/11/29,45.79,52.92,70.0124
2011/11/28,45.595,52.94,69.0531
2011/11/25,43.495,50.32,66.4754
2011/11/24,42.845,49.78,65.4967
2011/11/23,43.405,49.3,65.894
2011/11/22,43.98,50.84,67.0084
2011/11/21,44.395,51.33,67.8321
2011/11/18,46.145,53.55,69.7798
2011/11/17,46.78,54.49,70.7295
2011/11/16,47.375,55.71,70.8458
2011/11/15,47.24,57.55,70.8748
2011/11/14,47.025,58.16,71.1365
2011/11/11,48.09,58.73,71.8439
2011/11/10,46.435,57.61,70.1674
2011/11/9,45.755,56.84,70.119
2011/11/8,46.55,58.42,71.059
2011/11/7,46.025,58.13,70.5841
2011/11/4,44.895,57.86,71.7567
2011/11/3,46.63,60.61,73.3846
2011/11/2,45.32,57.97,71.9989
2011/11/1,43.38,56.58,71.3012
2011/10/31,46.295,59.06,73.8595
2011/10/28,47.83,61.81,75.7684
2011/10/27,48.005,61.06,75.3905
2011/10/26,44.81,57.81,72.8226
2011/10/25,44.615,57.8,73.1714
2011/10/24,44.865,57.88,73.2005
2011/10/21,44.75,57.19,71.7179
2011/10/20,43.14,54.11,69.6829
2011/10/19,44.085,55.01,71.1268
2011/10/18,44.415,55.08,71.9311
2011/10/17,44,54.5,71.6404
2011/10/14,44.845,56.44,72.5222
2011/10/13,44.24,54.82,71.6113
2011/10/12,44.855,54.91,71.7857
2011/10/11,43.605,53.75,70.5938
2011/10/10,42.17,52.99,71.5144
2011/10/7,40.895,50.89,69.8186
2011/10/6,41.14,48.905,68.9465
2011/10/5,40.1,47.395,66.4851
2011/10/4,39.49,45.04,63.6362
2011/10/3,40.575,47.12,64.9928
2011/9/30,41.45,49.965,66.0103
2011/9/29,42,52.75,67.4929
2011/9/28,41.81,53.25,66.708
2011/9/27,42.12,53.95,67.2216
2011/9/26,41.1,50.8,64.3533
2011/9/23,39.42,52.18,63.5005
2011/9/22,36.815,52.99,64.1982
2011/9/21,38.39,56.09,67.0084
2011/9/20,39.045,57.64,68.0453
2011/9/19,38.28,56.2,66.4851
2011/9/16,39.54,57.18,67.9096
2011/9/15,38.96,56.52,67.3863
2011/9/14,38.74,55.07,64.7796
2011/9/13,38.375,51.95,62.8222
2011/9/12,38.44,50.9,62.454
2011/9/9,38.995,51.69,62.9482
2011/9/8,38.97,53.3,65.6033
2011/9/7,39.05,53.71,66.1847
2011/9/6,37.75,50.66,63.6653
2011/9/5,40.825,50.87,63.9172
2011/9/2,42.805,54.22,67.6189
2011/9/1,44.44,56.9,69.3244
2011/8/31,44.89,56.35,69.6539
2011/8/30,43.885,54.25,68.1712
2011/8/29,44.46,54.41,68.1906
2011/8/26,43.325,54.05,67.4929
2011/8/25,43.875,53.82,68.3166
2011/8/24,45.095,53.57,68.7527
2011/8/23,44.175,51.37,67.0859
2011/8/22,43.4,50.09,66.4851
2011/8/19,43.015,52.3,66.146
2011/8/18,43.865,54.15,67.6286
2011/8/17,46.07,58.76,71.9505
2011/8/16,46.24,58.87,72.3381
2011/8/15,46.235,59.31,72.154
2011/8/12,45.635,59.34,71.8051
2011/8/11,44.415,57.66,70.0415
2011/8/10,42.505,55.62,68.3263
2011/8/9,45.025,58.63,71.9408
2011/8/8,46.725,55.14,70.2547
2011/8/5,48.72,60.48,73.7335
2011/8/4,50.65,61.27,75.6231
2011/8/3,52.16,65.55,78.7337
2011/8/2,53.03,65.97,81.476
2011/8/1,54.07,67.71,83.3463
2011/7/29,55.93,69.82,86.6119
2011/7/28,56.85,70.25,87.3387
2011/7/27,57.53,70.7,88.3271
2011/7/26,58.3,72.19,90.6624
2011/7/25,57.35,73.52,90.7109
2011/7/22,56.63,71.58,90.3136
2011/7/21,56.67,71.19,90.5268
2011/7/20,55.94,71.95,89.6353
2011/7/19,56.32,72,90.1198
2011/7/18,55.7,71.11,88.8503
2011/7/15,55.5,72.67,90.1682
2011/7/14,54.9,71,90.5558
2011/7/13,55.41,70.18,91.2342
2011/7/12,55.68,67.24,90.1004
2011/7/11,56.09,66.75,90.2651
2011/7/8,57.39,68.51,91.7477
2011/7/7,57.89,69.28,92.3001
2011/7/6,57.27,67.82,92.0094
2011/7/5,56.51,68.79,91.5443
2011/7/4,56.43,68.82,91.4861
2011/7/1,55.67,67.77,91.9609
2011/6/30,55.44,68.81,91.7671
2011/6/29,54.79,68.86,90.5849
2011/6/28,53.89,69.1,88.1817
2011/6/27,53.7,67.76,89.9163
2011/6/24,54.08,67.13,89.4996
2011/6/23,54.4,65.21,88.7631
2011/6/22,58.03,65.39,89.8775
2011/6/21,57.68,64.85,90.5849
2011/6/20,57.39,63.9,88.8116
2011/6/17,57.56,64.18,89.1604
2011/6/16,57.33,63.44,88.0073
2011/6/15,56.23,62.38,88.0557
2011/6/14,57.01,63.4,88.424
2011/6/13,55.72,62.51,86.6991
2011/6/10,55.56,62.34,86.6894
2011/6/9,56.02,62.93,88.3561
2011/6/8,55.33,61,86.7088
2011/6/7,56.04,60.32,87.5228
2011/6/6,56.25,60.74,87.4162
2011/6/3,55.43,60.29,88.1817
2011/6/2,55.13,60.14,87.048
2011/6/1,56.6,60.61,88.5596
2011/5/31,56.95,61.48,90.1198
2011/5/30,55.82,60.83,87.5906
2011/5/27,55.27,60.7,87.2127
2011/5/26,54.71,59.7,87.0383
2011/5/25,55.75,60.75,87.2902
2011/5/24,56.21,60.28,88.0557
2011/5/23,55.81,59.13,87.3096
2011/5/20,56.96,60.98,88.9085
2011/5/19,57.81,61.98,90.9338
2011/5/18,57.94,61.25,88.9182
2011/5/17,57,60.57,89.2573
2011/5/16,58.4,61.54,90.4105
2011/5/13,58.21,61.86,90.2458
2011/5/12,57.89,63.21,91.835
2011/5/11,58.66,63.17,93.0172
2011/5/10,58.47,62.67,93.0559
2011/5/9,57.73,61.28,91.9222
2011/5/6,58.98,62.82,92.9784
2011/5/5,57.98,61.36,91.864
2011/5/4,57.39,62.35,91.6896
2011/5/3,58.55,63.37,94.3738
2011/5/2,58.13,64.44,94.8002
2011/4/29,59.35,63.67,95.1781
2011/4/28,58.71,63.18,95.1975
2011/4/27,57.54,61.94,94.1606
2011/4/26,57.12,61.71,93.8505
2011/4/21,56.63,61,92.9978
2011/4/20,56.36,60.53,92.5036
2011/4/19,54.02,58.79,89.4899
2011/4/18,54.45,57.21,89.5674
2011/4/15,55.6,58.12,91.7477
2011/4/14,55.46,57.94,90.3136
2011/4/13,55.7,57.59,90.8369
2011/4/12,54.75,56.64,90.1295
2011/4/11,55.39,57.1,92.4648
2011/4/8,54.99,58.54,93.2982
2011/4/7,54.52,59.13,93.3079
2011/4/6,54.77,60.81,94.8196
2011/4/5,54.65,61,93.8699
2011/4/4,56.71,60.41,95.1103
2011/4/1,56.19,61.22,96.3022
2011/3/31,54.64,58.75,93.7149
2011/3/30,54.59,58.56,93.3273
2011/3/29,54.3,57.39,91.3117
2011/3/28,53.08,57.36,91.3504
2011/3/25,53.3,57.46,91.0113
2011/3/24,53.61,57.6,90.1295
2011/3/23,52.86,55.27,88.7631
2011/3/22,53.12,54.59,88.6759
2011/3/21,53.23,55.44,90.4299
2011/3/18,51.99,55.3,87.6003
2011/3/17,52.37,54.13,87.4162
2011/3/16,51.17,53.09,83.7533
2011/3/15,52.43,54.29,86.2921
2011/3/14,54.36,55.8,87.048
2011/3/11,54.64,56.3,88.4337
2011/3/10,55.19,57.12,89.5965
2011/3/9,55.9,58.14,90.9725
2011/3/8,56.18,57.97,91.3601
2011/3/7,56.4,57.74,91.6605
2011/3/4,56.63,57.78,92.4454
2011/3/3,57.13,58.09,93.2594
2011/3/2,55.89,58,92.3485
2011/3/1,55.69,59.67,93.3273
2011/2/28,56.18,58.78,94.5676
2011/2/25,54.8,58.7,91.2439
2011/2/24,55,57,90.9047
2011/2/23,55.1,58.3,89.6159
2011/2/22,55.3,60.43,92.5714
2011/2/21,55.93,60.3,93.8021
2011/2/18,57.18,60.56,94.9649
2011/2/17,56.58,61.04,94.2769
2011/2/16,56.41,61.66,93.899
2011/2/15,56,61.98,91.9028
2011/2/14,55.93,63.14,92.0675
2011/2/11,55.58,63.14,91.7477
2011/2/10,55.7,61.71,90.7981
2011/2/9,55.3,61.29,91.0113
2011/2/8,55.6,61.59,91.1276
2011/2/7,54.5,58.85,91.0888
2011/2/4,54.85,56.85,90.3523
2011/2/3,54.16,57.33,90.7496
2011/2/2,54.35,56.47,90.7981
2011/2/1,54.18,56.51,92.1741
2011/1/31,53.86,56.08,90.7303
2011/1/28,53.56,57.1,90.8853
2011/1/27,54.51,57.31,91.9416
2011/1/26,55.13,56.95,91.3214
2011/1/25,54.5,56.08,90.7109
2011/1/24,54.17,55.23,90.9435
2011/1/21,54.46,55.7,89.4899
2011/1/20,54.41,55.51,87.8426
2011/1/19,55.6,57.86,88.831
2011/1/18,56.2,58.75,88.579
2011/1/17,55.3,58.55,88.7631
2011/1/14,55.4,58.94,88.2495
2011/1/13,55.52,57.68,89.2573
2011/1/12,55.95,59.32,90.1779
2011/1/11,54.32,59.66,88.6469
2011/1/10,54.3,58.47,86.0499
2011/1/7,55.5,59.31,86.9414
2011/1/6,55.72,59.9,87.203
2011/1/5,54.19,60.03,87.9492
2011/1/4,54.3,60.74,89.3349
2011/1/3,54.87,61.45,91.05
2010/12/30,55.3,58.85,89.8291
2010/12/29,55.86,58.72,91.8156
2010/12/28,55.72,58.25,91.4377
2010/12/27,55.87,59.22,91.4377
2010/12/23,56.52,63.26,91.8447
2010/12/22,56.77,64.37,91.0985
2010/12/21,56.73,64.8,91.4086
2010/12/20,56.38,63.15,91.3408
2010/12/17,56.45,61.95,89.519
2010/12/16,56.67,62.8,90.3427
2010/12/15,56.93,62.49,90.3039
2010/12/14,57.03,62.47,88.3077
2010/12/13,57.3,63.44,88.1042
2010/12/10,58.09,62.52,87.6294
2010/12/9,58.28,60.2,86.9801
2010/12/8,58.62,61.9,88.172
2010/12/7,58.12,63.98,88.7534
2010/12/6,57.58,62.81,87.2708
2010/12/3,57.12,63.69,86.922
2010/12/2,57.1,63.8,87.5034
2010/12/1,57.18,60.9,85.3618
2010/11/30,55.95,57.93,81.6795
2010/11/29,56.06,57.74,81.9024
2010/11/26,57.6,59.25,83.2106
2010/11/25,57.72,59.9,83.792
2010/11/24,57.43,59.12,82.6776
2010/11/23,56.58,56.47,81.0593
2010/11/22,57.1,57.69,82.7842
2010/11/19,57.78,56.67,82.8424
2010/11/18,56.54,56.3,83.1137
2010/11/17,55.44,54.3,81.4276
2010/11/16,55,54.62,80.7202
2010/11/15,56.13,56.06,82.7648
2010/11/12,54.04,55.29,83.3366
2010/11/11,54.74,54.42,82.697
2010/11/10,55.4,53.75,80.5845
2010/11/9,55.97,54.91,82.3482
2010/11/8,55.7,53.41,82.4644
2010/11/5,55.79,54.06,81.3016
2010/11/4,55.58,54.08,80.8462
2010/11/3,54.59,51.64,79.2957
2010/11/2,54.5,52.35,80.1485
2010/11/1,54.23,52.96,79.6639
2010/10/29,53.62,51.51,79.538
2010/10/28,53.98,49.845,79.8577
2010/10/27,54.88,49.875,78.8403
2010/10/26,55.1,50.44,79.7996
2010/10/25,55,50.72,80.6814
2010/10/22,54.9,50.03,80.8946
2010/10/21,55.37,50.02,81.2047
2010/10/20,54.18,49.6,80.1291
2010/10/19,54.89,49.115,79.0147
2010/10/18,55.38,49,79.3151
2010/10/15,55.48,49.45,78.5496
2010/10/14,55.21,50,78.0069
2010/10/13,54.94,50.07,77.3189
2010/10/12,53.66,50.2,74.8866
2010/10/11,53.95,49.87,74.8866
2010/10/8,53.95,50.07,74.6153
2010/10/7,53.35,50,74.6347
2010/10/6,53.3,49.495,75.2936
2010/10/5,52.6,49.955,73.7819
2010/10/4,51.22,48.22,73.2199
2010/10/1,51.38,49.3,74.344
2010/9/30,51.15,51.44,75.032
2010/9/29,51.07,51.06,75.1773
2010/9/28,51.98,50.67,75.3227
2010/9/27,51.97,50.15,75.4293
2010/9/24,52.31,50.35,76.8247
2010/9/23,51.47,48.295,74.0823
2010/9/22,50.77,48.08,74.7703
2010/9/21,51.82,48.48,76.9119
2010/9/20,52.32,49.125,76.4468
2010/9/17,51.06,47.41,74.7607
2010/9/16,51.4,47.35,75.6037
2010/9/15,51.67,47.25,73.4428
2010/9/14,51.48,47.12,73.7916
2010/9/13,50.82,46.435,73.5687
2010/9/10,51.09,46.205,73.4428
2010/9/9,50.49,45.4,73.5009
2010/9/8,50.03,44.99,73.0164
2010/9/7,49.475,43.935,72.2218
2010/9/6,49.5,44.035,72.4641
2010/9/3,49.5,44.095,72.3187
2010/9/2,49.14,43.595,71.369
2010/9/1,49.795,42.91,71.6016
2010/8/31,48.18,41.665,69.557
2010/8/30,47.035,41.205,69.15
